seat_no,prn,centre,total_gradepoints,sgpi,status,year_of_admission,clg_id,gender,cgpa,marks_in_phy,marks_in_chem,marks_inmaths
5019561,2.02E+15,Sangameshwar,169,7.68,Successful ,2020,523,F,7.68,49,46,50
5019562,2.02E+15,Sangameshwar,168,7.64,Successful ,2019,523,M,7.64,36,45,37
5019563,2.02E+15,Sangameshwar,162,7.36,Successful ,2019,523,M,7.36,38,46,37
5019564,2.02E+15,Sangameshwar,166,7.55,Successful ,2020,523,M,7.55,47,47,36
5019565,2.02E+15,Sangameshwar,163,7.41,Successful ,2020,523,M,7.41,45,49,45
5019566,2.02E+15,Sangameshwar,190,8.64,Successful ,2020,523,M,8.64,38,49,38
5019567,2.02E+15,Sangameshwar,0,0,Unsuccessful ,2020,523,M,0,41,45,42
5019568,2.02E+15,Sangameshwar,148,6.73,Successful ,2019,523,M,6.73,43,49,49
5019569,2.02E+15,Sangameshwar,0,0,Unsuccessful ,2020,523,F,0,45,46,47
5019570,2.02E+15,Sangameshwar,0,0,Unsuccessful ,2018,523,F,0,45,50,38
5019571,2.02E+15,Sangameshwar,160,7.27,Successful ,2020,523,M,7.27,38,47,44
5019572,2.02E+15,Sangameshwar,172,7.82,Successful ,2020,523,F,7.82,41,46,48
5019573,2.02E+15,Sangameshwar,166,7.55,Successful ,2019,523,M,7.55,50,46,37
5019574,2.02E+15,Sangameshwar,163,7.41,Successful ,2019,523,M,7.41,39,50,43
5019575,2.02E+15,Sangameshwar,0,0,Unsuccessful ,2018,523,M,0,37,48,48
5019576,2.02E+15,Sangameshwar,0,0,Unsuccessful ,2019,523,M,0,47,48,40
5019577,2.02E+15,Sangameshwar,184,8.36,Successful ,2020,523,F,8.36,43,48,37
5019578,2.02E+15,Sangameshwar,165,7.5,Successful ,2019,523,F,7.5,38,50,36
5019579,2.02E+15,Sangameshwar,154,7,Successful ,2019,523,F,7,48,46,39
5019580,2.02E+15,Sangameshwar,163,7.41,Successful ,2020,523,M,7.41,49,46,45
5019581,2.02E+15,Sangameshwar,166,7.55,Successful ,2019,523,M,7.55,45,50,50
5019582,2.02E+15,Sangameshwar,166,7.55,Successful ,2020,523,M,7.55,48,48,40
5019583,2.02E+15,Sangameshwar,169,7.68,Successful ,2020,523,M,7.68,38,45,47
5019584,2.02E+15,Sangameshwar,199,9.05,Successful ,2019,523,F,9.05,46,48,37
5019585,2.02E+15,Sangameshwar,181,8.23,Successful ,2019,523,M,8.23,43,47,38
5019586,2.02E+15,Sangameshwar,0,0,Unsuccessful ,2019,523,M,0,35,47,40
5019587,2.02E+15,Sangameshwar,187,8.5,Successful ,2019,523,M,8.5,38,46,45
5019588,2.02E+15,Sangameshwar,0,0,Unsuccessful ,2019,523,M,0,48,48,47
5019589,2.02E+15,Sangameshwar,184,8.36,Successful ,2019,523,F,8.36,42,48,36
5019590,2.02E+15,Sangameshwar,180,8.18,Successful ,2019,523,F,8.18,43,48,45
5019591,2.02E+15,Sangameshwar,159,7.23,Successful ,2019,523,M,7.23,39,47,39
5019592,2.02E+15,Sangameshwar,181,8.23,Successful ,2020,523,M,8.23,38,47,46
5019593,2.02E+15,Sangameshwar,178,8.09,Successful ,2019,523,M,8.09,42,48,43
5019594,2.02E+15,Sangameshwar,178,8.09,Successful ,2020,523,M,8.09,36,47,44
5016331,2.02E+15,Andheri,190,8.64,Successful ,2019,524,M,8.64,45,46,45
5016332,2.02E+15,Andheri,187,8.5,Successful ,2019,524,F,8.5,36,50,36
5016333,2.02E+15,Andheri,193,8.77,Successful ,2019,524,F,8.77,40,47,44
5016334,2.02E+15,Andheri,190,8.64,Successful ,2019,524,F,8.64,44,46,38
5016335,2.02E+15,Andheri,202,9.18,Successful ,2019,524,M,9.18,43,50,49
5016336,2.02E+15,Andheri,159,7.23,Successful ,2019,524,M,7.23,37,45,36
5016337,2.02E+15,Andheri,151,6.86,Successful ,2019,524,M,6.86,35,45,41
5016338,2.02E+15,Andheri,180,8.18,Successful ,2019,524,M,8.18,43,47,38
5016339,2.02E+15,Andheri,196,8.91,Successful ,2019,524,M,8.91,43,49,38
5016340,2.02E+15,Andheri,189,8.59,Successful ,2019,524,F,8.59,46,45,40
5016341,2.02E+15,Andheri,205,9.32,Successful ,2019,524,M,9.32,37,47,35
5016342,2.02E+15,Andheri,184,8.36,Successful ,2019,524,M,8.36,47,46,47
5016343,2.02E+15,Andheri,184,8.36,Successful ,2019,524,M,8.36,40,50,40
5016344,2.02E+15,Andheri,172,7.82,Successful ,2019,524,M,7.82,39,50,50
5016345,2.02E+15,Andheri,190,8.64,Successful ,2019,524,M,8.64,48,48,50
5016346,2.02E+15,Andheri,174,7.91,Successful ,2019,524,M,7.91,44,46,42
5016347,2.02E+15,Andheri,173,7.86,Successful ,2019,524,M,7.86,47,47,46
5016348,2.02E+15,Andheri,160,7.27,Successful ,2020,524,M,7.27,43,48,38
5016349,2.02E+15,Andheri,196,8.91,Successful ,2019,524,M,8.91,46,50,41
5016350,2.02E+15,Andheri,175,7.95,Successful ,2019,524,F,7.95,41,49,41
5016351,2.02E+15,Andheri,201,9.14,Successful ,2020,524,M,9.14,46,50,49
5016352,2.02E+15,Andheri,199,9.05,Successful ,2020,524,M,9.05,47,49,38
5016353,2.02E+15,Andheri,202,9.18,Successful ,2019,524,F,9.18,50,46,41
5016354,2.02E+15,Andheri,193,8.77,Successful ,2019,524,M,8.77,43,49,50
5016355,2.02E+15,Andheri,0,0,Unsuccessful ,2019,524,M,0,38,45,46
5016356,2.02E+15,Andheri,189,8.59,Successful ,2019,524,M,8.59,39,49,37
5016357,2.02E+15,Andheri,168,7.64,Successful ,2019,524,M,7.64,50,45,50
5016358,2.02E+15,Andheri,192,8.73,Successful ,2019,524,M,8.73,49,48,41
5016359,2.02E+15,Andheri,207,9.41,Successful ,2019,524,F,9.41,46,49,49
5016360,2.02E+15,Andheri,180,8.18,Successful ,2019,524,M,8.18,37,47,36
5016361,2.02E+15,Andheri,166,7.55,Successful ,2019,524,M,7.55,38,45,46
5016362,2.02E+15,Andheri,188,8.55,Successful ,2020,524,F,8.55,41,50,45
5016363,2.02E+15,Andheri,190,8.64,Successful ,2020,524,M,8.64,44,46,46
5016364,2.02E+15,Andheri,176,8,Successful ,2020,524,M,8,38,50,49
5016365,2.02E+15,Andheri,160,7.27,Successful ,2019,524,M,7.27,41,47,47
5016366,2.02E+15,Andheri,199,9.05,Successful ,2019,524,M,9.05,46,46,40
5016367,2.02E+15,Andheri,162,7.36,Successful ,2019,524,F,7.36,36,50,43
5016368,2.02E+15,Andheri,0,0,Unsuccessful ,2019,524,F,0,47,45,49
5016369,2.02E+15,Andheri,179,8.14,Successful ,2019,524,M,8.14,48,46,38
5016370,2.02E+15,Andheri,205,9.32,Successful ,2019,524,M,9.32,43,50,39
5016371,2.02E+15,Andheri,198,9,Successful ,2019,524,M,9,41,49,41
5016372,2.02E+15,Andheri,174,7.91,Successful ,2019,524,M,7.91,36,48,40
5016373,2.02E+15,Andheri,193,8.77,Successful ,2019,524,M,8.77,42,48,37
5016374,2.02E+15,Andheri,178,8.09,Successful ,2019,524,M,8.09,49,47,37
5016375,2.02E+15,Andheri,207,9.41,Successful ,2019,524,M,9.41,48,49,45
5016376,2.02E+15,Andheri,189,8.59,Successful ,2019,524,M,8.59,42,50,47
5016377,2.02E+15,Andheri,159,7.23,Successful ,2019,524,M,7.23,43,50,50
5016378,2.02E+15,Andheri,0,0,Unsuccessful ,2019,524,M,0,46,48,36
5016379,2.02E+15,Andheri,0,0,Unsuccessful ,2019,524,M,0,50,49,41
5016380,2.02E+15,Andheri,188,8.55,Successful ,2019,524,M,8.55,44,50,47
5016381,2.02E+15,Andheri,216,9.82,Successful ,2019,524,M,9.82,36,49,48
5016382,2.02E+15,Andheri,189,8.59,Successful ,2019,524,M,8.59,49,49,46
5016383,2.02E+15,Andheri,210,9.55,Successful ,2019,524,M,9.55,50,49,37
5016384,2.02E+15,Andheri,180,8.18,Successful ,2019,524,M,8.18,40,46,48
5016385,2.02E+15,Andheri,160,7.27,Successful ,2019,524,M,7.27,35,49,37
5016386,2.02E+15,Andheri,187,8.5,Successful ,2019,524,M,8.5,42,45,49
5016387,2.02E+15,Andheri,199,9.05,Successful ,2019,524,M,9.05,47,47,46
5016388,2.02E+15,Andheri,190,8.64,Successful ,2019,524,M,8.64,43,47,36
5016389,2.02E+15,Andheri,203,9.23,Successful ,2019,524,M,9.23,48,45,36
5016390,2.02E+15,Andheri,190,8.64,Successful ,2019,524,M,8.64,39,46,50
5016391,2.02E+15,Andheri,198,9,Successful ,2019,524,M,9,39,46,45
5016392,2.02E+15,Andheri,196,8.91,Successful ,2019,524,F,8.91,39,50,37
5016393,2.02E+15,Andheri,183,8.32,Successful ,2019,524,F,8.32,45,48,40
5016394,2.02E+15,Andheri,193,8.77,Successful ,2019,524,M,8.77,49,47,43
5016395,2.02E+15,Andheri,192,8.73,Successful ,2019,524,M,8.73,37,50,43
5016396,2.02E+15,Andheri,202,9.18,Successful ,2019,524,F,9.18,45,50,46
5016397,2.02E+15,Andheri,165,7.5,Successful ,2019,524,M,7.5,50,45,38
5016398,2.02E+15,Andheri,181,8.23,Successful ,2019,524,M,8.23,35,49,40
5016399,2.02E+15,Andheri,207,9.41,Successful ,2019,524,F,9.41,43,50,37
5016400,2.02E+15,Andheri,166,7.55,Successful ,2019,524,M,7.55,40,47,40
5016401,2.02E+15,Andheri,187,8.5,Successful ,2019,524,M,8.5,48,46,44
5016402,2.02E+15,Andheri,187,8.5,Successful ,2019,524,F,8.5,45,48,45
5016403,2.02E+15,Andheri,193,8.77,Successful ,2019,524,M,8.77,39,47,38
5016404,2.02E+15,Andheri,184,8.36,Successful ,2019,524,M,8.36,50,50,45
5016405,2.02E+15,Andheri,196,8.91,Successful ,2019,524,M,8.91,47,46,35
5016406,2.02E+15,Andheri,197,8.95,Successful ,2019,524,M,8.95,42,48,48
5016407,2.02E+15,Andheri,190,8.64,Successful ,2019,524,M,8.64,36,46,36
5016408,2.02E+15,Andheri,199,9.05,Successful ,2019,524,M,9.05,49,45,47
5016409,2.02E+15,Andheri,180,8.18,Successful ,2019,524,F,8.18,44,48,39
5016410,2.02E+15,Andheri,194,8.82,Successful ,2019,524,F,8.82,38,47,40
5016411,2.02E+15,Andheri,191,8.68,Successful ,2019,524,F,8.68,45,49,36
5016412,2.02E+15,Andheri,184,8.36,Successful ,2019,524,M,8.36,35,49,49
5016413,2.02E+15,Andheri,168,7.64,Successful ,2017,524,M,7.64,44,47,39
5016414,2.02E+15,Andheri,183,8.32,Successful ,2019,524,M,8.32,40,50,45
5016415,2.02E+15,Andheri,172,7.82,Successful ,2019,524,M,7.82,38,47,43
5016416,2.02E+15,Andheri,201,9.14,Successful ,2019,524,M,9.14,48,45,46
5016417,2.02E+15,Andheri,175,7.95,Successful ,2019,524,F,7.95,39,49,41
5016418,2.02E+15,Andheri,193,8.77,Successful ,2019,524,M,8.77,47,46,41
5016419,2.02E+15,Andheri,159,7.23,Successful ,2019,524,M,7.23,41,46,44
5016420,2.02E+15,Andheri,176,8,Successful ,2019,524,F,8,36,46,40
5016421,2.02E+15,Andheri,192,8.73,Successful ,2019,524,F,8.73,45,46,48
5016422,2.02E+15,Andheri,193,8.77,Successful ,2019,524,M,8.77,42,46,41
5016423,2.02E+15,Andheri,189,8.59,Successful ,2019,524,F,8.59,43,46,43
5016424,2.02E+15,Andheri,174,7.91,Successful ,2019,524,M,7.91,48,46,40
5016425,2.02E+15,Andheri,169,7.68,Successful ,2019,524,M,7.68,48,46,35
5016426,2.02E+15,Andheri,171,7.77,Successful ,2019,524,M,7.77,41,49,48
5016427,2.02E+15,Andheri,202,9.18,Successful ,2019,524,M,9.18,46,46,35
5016428,2.02E+15,Andheri,185,8.41,Successful ,2019,524,F,8.41,45,45,41
5016429,2.02E+15,Andheri,0,0,Unsuccessful ,2019,524,M,0,36,49,38
5016430,2.02E+15,Andheri,150,6.82,Successful ,2019,524,F,6.82,41,46,49
5016431,2.02E+15,Andheri,168,7.64,Successful ,2019,524,M,7.64,43,48,45
5016432,2.02E+15,Andheri,179,8.14,Successful ,2019,524,F,8.14,39,49,37
5016433,2.02E+15,Andheri,168,7.64,Successful ,2020,524,F,7.64,48,50,36
5016434,2.02E+15,Andheri,196,8.91,Successful ,2019,524,F,8.91,47,50,45
5016435,2.02E+15,Andheri,177,8.05,Successful ,2019,524,F,8.05,50,48,39
5016436,2.02E+15,Andheri,175,7.95,Successful ,2019,524,F,7.95,50,47,39
5016437,2.02E+15,Andheri,168,7.64,Successful ,2020,524,F,7.64,45,46,38
5016438,2.02E+15,Andheri,152,6.91,Successful ,2019,524,M,6.91,40,49,35
5016439,2.02E+15,Andheri,189,8.59,Successful ,2020,524,M,8.59,35,45,38
5016440,2.02E+15,Andheri,198,9,Successful ,2019,524,F,9,44,50,49
5016441,2.02E+15,Andheri,196,8.91,Successful ,2019,524,F,8.91,44,50,44
5016442,2.02E+15,Andheri,184,8.36,Successful ,2019,524,M,8.36,46,47,47
5016443,2.02E+15,Andheri,177,8.05,Successful ,2019,524,M,8.05,44,47,38
5016444,2.02E+15,Andheri,184,8.36,Successful ,2020,524,F,8.36,43,47,36
5016445,2.02E+15,Andheri,142,6.45,Successful ,2018,524,M,6.45,46,45,37
5016446,2.02E+15,Andheri,184,8.36,Successful ,2019,524,M,8.36,39,50,35
5016447,2.02E+15,Andheri,166,7.55,Successful ,2019,524,M,7.55,41,46,41
5016448,2.02E+15,Andheri,195,8.86,Successful ,2019,524,F,8.86,46,46,49
5016449,2.02E+15,Andheri,180,8.18,Successful ,2019,524,F,8.18,43,49,39
5016450,2.02E+15,Andheri,172,7.82,Successful ,2020,524,F,7.82,37,46,41
5016451,2.02E+15,Andheri,166,7.55,Successful ,2019,524,M,7.55,44,46,37
5016452,2.02E+15,Andheri,166,7.55,Successful ,2020,524,F,7.55,47,47,40
5016453,2.02E+15,Andheri,169,7.68,Successful ,2019,524,M,7.68,41,49,50
5016454,2.02E+15,Andheri,158,7.18,Successful ,2019,524,M,7.18,49,47,39
5016455,2.02E+15,Andheri,161,7.32,Successful ,2019,524,M,7.32,47,47,48
5016456,2.02E+15,Andheri,176,8,Successful ,2019,524,M,8,50,50,49
5016457,2.02E+15,Andheri,178,8.09,Successful ,2019,524,M,8.09,37,48,48
5016458,2.02E+15,Andheri,194,8.82,Successful ,2019,524,M,8.82,44,49,48
5016459,2.02E+15,Andheri,177,8.05,Successful ,2019,524,M,8.05,38,47,46
5016460,2.02E+15,Andheri,214,9.73,Successful ,2019,524,F,9.73,47,50,39
5016461,2.02E+15,Andheri,162,7.36,Successful ,2019,524,M,7.36,37,50,45
5016462,2.02E+15,Andheri,165,7.5,Successful ,2019,524,M,7.5,49,48,37
5016463,2.02E+15,Andheri,195,8.86,Successful ,2019,524,F,8.86,45,49,43
5016464,2.02E+15,Andheri,158,7.18,Successful ,2019,524,M,7.18,40,48,38
5016465,2.02E+15,Andheri,202,9.18,Successful ,2019,524,M,9.18,44,47,43
5016466,2.02E+15,Andheri,206,9.36,Successful ,2020,524,F,9.36,37,46,36
5016467,2.02E+15,Andheri,0,0,Unsuccessful ,2019,524,M,0,49,49,43
5016468,2.02E+15,Andheri,170,7.73,Successful ,2020,524,F,7.73,45,47,44
5016469,2.02E+15,Andheri,165,7.5,Successful ,2018,524,M,7.5,47,48,42
5016470,2.02E+15,Andheri,169,7.68,Successful ,2020,524,M,7.68,44,45,43
5016471,2.02E+15,Andheri,191,8.68,Successful ,2019,524,M,8.68,42,50,35
5016472,2.02E+15,Andheri,187,8.5,Successful ,2019,524,F,8.5,41,47,47
5016473,2.02E+15,Andheri,186,8.45,Successful ,2019,524,M,8.45,48,46,44
5016474,2.02E+15,Andheri,191,8.68,Successful ,2020,524,M,8.68,38,48,44
5016475,2.02E+15,Andheri,203,9.23,Successful ,2020,524,M,9.23,40,48,36
5016476,2.02E+15,Andheri,148,6.73,Successful ,2018,524,M,6.73,39,47,49
5016477,2.02E+15,Andheri,165,7.5,Successful ,2019,524,M,7.5,38,46,36
5016478,2.02E+15,Andheri,175,7.95,Successful ,2019,524,M,7.95,41,49,47
5016479,2.02E+15,Andheri,187,8.5,Successful ,2019,524,M,8.5,42,46,50
5016480,2.02E+15,Andheri,202,9.18,Successful ,2019,524,M,9.18,40,50,41
5016481,2.02E+15,Andheri,175,7.95,Successful ,2019,524,M,7.95,47,50,41
5016482,2.02E+15,Andheri,155,7.05,Successful ,2019,524,M,7.05,43,48,40
5015231,2.02E+15,BORIVALI,146,6.64,Successful ,2020,531,M,6.64,40,45,42
5015232,2.02E+15,BORIVALI,151,6.86,Successful ,2020,531,M,6.86,41,47,38
5015233,2.02E+15,BORIVALI,140,6.36,Successful ,2020,531,M,6.36,40,48,50
5015234,2.02E+15,BORIVALI,156,7.09,Successful ,2019,531,M,7.09,48,47,42
5015235,2.02E+15,BORIVALI,165,7.5,Successful ,2019,531,F,7.5,45,47,47
5015236,2.02E+15,BORIVALI,163,7.41,Successful ,2019,531,F,7.41,42,50,39
5015237,2.02E+15,BORIVALI,155,7.05,Successful ,2020,531,M,7.05,49,49,43
5015238,2.02E+15,BORIVALI,193,8.77,Successful ,2019,531,F,8.77,47,45,44
5015239,2.02E+15,BORIVALI,164,7.45,Successful ,2019,531,M,7.45,37,46,40
5015240,2.02E+15,BORIVALI,190,8.64,Successful ,2019,531,F,8.64,42,48,44
5015241,2.02E+15,BORIVALI,204,9.27,Successful ,2019,531,F,9.27,49,46,37
5015242,2.02E+15,BORIVALI,198,9,Successful ,2020,531,F,9,50,48,45
5015243,2.02E+15,BORIVALI,185,8.41,Successful ,2019,531,F,8.41,41,49,43
5015244,2.02E+15,BORIVALI,174,7.91,Successful ,2019,531,M,7.91,43,50,47
5015245,2.02E+15,BORIVALI,188,8.55,Successful ,2020,531,M,8.55,43,48,50
5015246,2.02E+15,BORIVALI,180,8.18,Successful ,2019,531,M,8.18,38,47,47
5015247,2.02E+15,BORIVALI,0,0,Unsuccessful ,2019,531,M,0,41,47,47
5015248,2.02E+15,BORIVALI,198,9,Successful ,2019,531,M,9,49,50,36
5015249,2.02E+15,BORIVALI,180,8.18,Successful ,2019,531,M,8.18,38,50,42
5015250,2.02E+15,BORIVALI,178,8.09,Successful ,2019,531,M,8.09,41,47,48
5015251,2.02E+15,BORIVALI,164,7.45,Successful ,2020,531,M,7.45,46,49,44
5015252,2.02E+15,BORIVALI,155,7.05,Successful ,2020,531,M,7.05,41,45,50
5015253,2.02E+15,BORIVALI,175,7.95,Successful ,2020,531,M,7.95,42,48,44
5015254,2.02E+15,BORIVALI,172,7.82,Successful ,2019,531,F,7.82,36,48,36
5015255,2.02E+15,BORIVALI,172,7.82,Successful ,2019,531,M,7.82,43,48,43
5015256,2.02E+15,BORIVALI,155,7.05,Successful ,2019,531,M,7.05,36,50,45
5015257,2.02E+15,BORIVALI,145,6.59,Successful ,2019,531,M,6.59,44,50,42
5015258,2.02E+15,BORIVALI,146,6.64,Successful ,2019,531,M,6.64,37,49,50
5015259,2.02E+15,BORIVALI,143,6.5,Successful ,2019,531,M,6.5,43,47,49
5015260,2.02E+15,BORIVALI,149,6.77,Successful ,2019,531,M,6.77,49,47,36
5015261,2.02E+15,BORIVALI,161,7.32,Successful ,2019,531,M,7.32,44,48,41
5015262,2.02E+15,BORIVALI,158,7.18,Successful ,2019,531,M,7.18,46,46,44
5015263,2.02E+15,BORIVALI,172,7.82,Successful ,2019,531,M,7.82,46,50,38
5015264,2.02E+15,BORIVALI,161,7.32,Successful ,2019,531,M,7.32,43,49,36
5015265,2.02E+15,BORIVALI,180,8.18,Successful ,2019,531,M,8.18,40,49,43
5015266,2.02E+15,BORIVALI,177,8.05,Successful ,2019,531,M,8.05,38,47,36
5015267,2.02E+15,BORIVALI,187,8.5,Successful ,2019,531,M,8.5,37,46,39
5015268,2.02E+15,BORIVALI,164,7.45,Successful ,2019,531,M,7.45,42,45,43
5015269,2.02E+15,BORIVALI,165,7.5,Successful ,2019,531,M,7.5,36,47,42
5015270,2.02E+15,BORIVALI,177,8.05,Successful ,2019,531,M,8.05,35,47,36
5015271,2.02E+15,BORIVALI,193,8.77,Successful ,2019,531,M,8.77,42,50,46
5015272,2.02E+15,BORIVALI,192,8.73,Successful ,2019,531,M,8.73,38,50,42
5015273,2.02E+15,BORIVALI,154,7,Successful ,2019,531,M,7,40,48,45
5015274,2.02E+15,BORIVALI,212,9.64,Successful ,2019,531,F,9.64,47,46,49
5015275,2.02E+15,BORIVALI,185,8.41,Successful ,2019,531,F,8.41,41,47,49
5015276,2.02E+15,BORIVALI,194,8.82,Successful ,2019,531,M,8.82,41,50,36
5015277,2.02E+15,BORIVALI,176,8,Successful ,2019,531,M,8,50,48,44
5015278,2.02E+15,BORIVALI,184,8.36,Successful ,2019,531,M,8.36,44,50,47
5015279,2.02E+15,BORIVALI,173,7.86,Successful ,2019,531,F,7.86,37,45,38
5015280,2.02E+15,BORIVALI,188,8.55,Successful ,2019,531,M,8.55,40,48,43
5015281,2.02E+15,BORIVALI,164,7.45,Successful ,2019,531,M,7.45,37,48,41
5015282,2.02E+15,BORIVALI,149,6.77,Successful ,2019,531,M,6.77,49,49,36
5015283,2.02E+15,BORIVALI,177,8.05,Successful ,2019,531,F,8.05,45,47,37
5015284,2.02E+15,BORIVALI,164,7.45,Successful ,2019,531,F,7.45,37,47,48
5015285,2.02E+15,BORIVALI,181,8.23,Successful ,2019,531,F,8.23,48,49,39
5015286,2.02E+15,BORIVALI,183,8.32,Successful ,2019,531,F,8.32,36,46,38
5015287,2.02E+15,BORIVALI,156,7.09,Successful ,2019,531,F,7.09,48,48,42
5015288,2.02E+15,BORIVALI,162,7.36,Successful ,2019,531,M,7.36,47,48,40
5015289,2.02E+15,BORIVALI,175,7.95,Successful ,2019,531,M,7.95,39,49,40
5015290,2.02E+15,BORIVALI,185,8.41,Successful ,2019,531,M,8.41,35,49,36
5015291,2.02E+15,BORIVALI,184,8.36,Successful ,2019,531,F,8.36,50,46,49
5015292,2.02E+15,BORIVALI,164,7.45,Successful ,2019,531,M,7.45,42,48,50
5015293,2.02E+15,BORIVALI,198,9,Successful ,2019,531,M,9,43,50,43
5015294,2.02E+15,BORIVALI,159,7.23,Successful ,2019,531,M,7.23,40,48,46
5015295,2.02E+15,BORIVALI,178,8.09,Successful ,2019,531,M,8.09,39,48,45
5015296,2.02E+15,BORIVALI,188,8.55,Successful ,2019,531,M,8.55,44,45,35
5015297,2.02E+15,BORIVALI,155,7.05,Successful ,2019,531,M,7.05,45,45,40
5015298,2.02E+15,BORIVALI,199,9.05,Successful ,2019,531,F,9.05,45,46,50
5015299,2.02E+15,BORIVALI,150,6.82,Successful ,2019,531,M,6.82,46,47,47
5015300,2.02E+15,BORIVALI,170,7.73,Successful ,2019,531,M,7.73,43,45,37
5015301,2.02E+15,BORIVALI,173,7.86,Successful ,2019,531,M,7.86,48,47,50
5015302,2.02E+15,BORIVALI,175,7.95,Successful ,2019,531,M,7.95,49,47,39
5015303,2.02E+15,BORIVALI,157,7.14,Successful ,2019,531,M,7.14,38,45,36
5015304,2.02E+15,BORIVALI,214,9.73,Successful ,2019,531,F,9.73,37,47,46
5015305,2.02E+15,BORIVALI,148,6.73,Successful ,2019,531,M,6.73,50,50,43
5015306,2.02E+15,BORIVALI,198,9,Successful ,2019,531,M,9,46,49,35
5015307,2.02E+15,BORIVALI,193,8.77,Successful ,2019,531,M,8.77,47,50,36
5015308,2.02E+15,BORIVALI,190,8.64,Successful ,2019,531,M,8.64,50,45,47
5015309,2.02E+15,BORIVALI,171,7.77,Successful ,2019,531,M,7.77,37,49,47
5015310,2.02E+15,BORIVALI,162,7.36,Successful ,2019,531,M,7.36,43,47,35
5015311,2.02E+15,BORIVALI,162,7.36,Successful ,2019,531,F,7.36,39,47,35
5015312,2.02E+15,BORIVALI,157,7.14,Successful ,2019,531,M,7.14,49,50,46
5015313,2.02E+15,BORIVALI,186,8.45,Successful ,2019,531,M,8.45,36,45,42
5015314,2.02E+15,BORIVALI,170,7.73,Successful ,2019,531,M,7.73,46,46,44
5015315,2.02E+15,BORIVALI,0,0,Unsuccessful ,2019,531,F,0,36,47,38
5015316,2.02E+15,BORIVALI,0,0,Unsuccessful ,2020,531,M,0,41,45,46
5015317,2.02E+15,BORIVALI,193,8.77,Successful ,2019,531,F,8.77,42,48,45
5015318,2.02E+15,BORIVALI,168,7.64,Successful ,2019,531,M,7.64,39,49,43
5015319,2.02E+15,BORIVALI,176,8,Successful ,2019,531,F,8,50,46,37
5015320,2.02E+15,BORIVALI,178,8.09,Successful ,2019,531,M,8.09,47,50,47
5015321,2.02E+15,BORIVALI,173,7.86,Successful ,2019,531,M,7.86,44,49,38
5015322,2.02E+15,BORIVALI,166,7.55,Successful ,2019,531,M,7.55,50,48,35
5015323,2.02E+15,BORIVALI,179,8.14,Successful ,2019,531,F,8.14,42,48,47
5015324,2.02E+15,BORIVALI,185,8.41,Successful ,2019,531,M,8.41,41,46,43
5015325,2.02E+15,BORIVALI,176,8,Successful ,2019,531,F,8,44,46,38
5015326,2.02E+15,BORIVALI,172,7.82,Successful ,2019,531,M,7.82,49,48,41
5015327,2.02E+15,BORIVALI,194,8.82,Successful ,2019,531,M,8.82,49,45,48
5015328,2.02E+15,BORIVALI,214,9.73,Successful ,2019,531,F,9.73,39,49,44
5015329,2.02E+15,BORIVALI,199,9.05,Successful ,2019,531,M,9.05,48,47,38
5015330,2.02E+15,BORIVALI,189,8.59,Successful ,2019,531,M,8.59,46,47,46
5015331,2.02E+15,BORIVALI,172,7.82,Successful ,2019,531,M,7.82,44,48,36
5015332,2.02E+15,BORIVALI,149,6.77,Successful ,2019,531,M,6.77,43,47,49
5015333,2.02E+15,BORIVALI,180,8.18,Successful ,2019,531,M,8.18,37,50,45
5015334,2.02E+15,BORIVALI,188,8.55,Successful ,2019,531,F,8.55,39,50,46
5015335,2.02E+15,BORIVALI,178,8.09,Successful ,2019,531,M,8.09,42,46,42
5015336,2.02E+15,BORIVALI,169,7.68,Successful ,2019,531,M,7.68,44,47,49
5015337,2.02E+15,BORIVALI,178,8.09,Successful ,2019,531,F,8.09,47,48,37
5015338,2.02E+15,BORIVALI,162,7.36,Successful ,2019,531,M,7.36,45,46,42
5015339,2.02E+15,BORIVALI,197,8.95,Successful ,2019,531,F,8.95,40,45,41
5015340,2.02E+15,BORIVALI,0,0,Unsuccessful ,2019,531,M,0,48,45,50
5015341,2.02E+15,BORIVALI,157,7.14,Successful ,2019,531,M,7.14,48,47,39
5015342,2.02E+15,BORIVALI,193,8.77,Successful ,2019,531,F,8.77,48,47,46
5015343,2.02E+15,BORIVALI,184,8.36,Successful ,2019,531,M,8.36,39,49,46
5015344,2.02E+15,BORIVALI,190,8.64,Successful ,2019,531,M,8.64,46,50,42
5015345,2.02E+15,BORIVALI,173,7.86,Successful ,2019,531,F,7.86,37,48,41
5015346,2.02E+15,BORIVALI,174,7.91,Successful ,2020,531,F,7.91,50,50,42
5015347,2.02E+15,BORIVALI,169,7.68,Successful ,2019,531,M,7.68,37,50,42
5015348,2.02E+15,BORIVALI,163,7.41,Successful ,2019,531,M,7.41,47,47,45
5015349,2.02E+15,BORIVALI,170,7.73,Successful ,2019,531,M,7.73,43,49,49
5015350,2.02E+15,BORIVALI,171,7.77,Successful ,2019,531,M,7.77,35,45,38
5015351,2.02E+15,BORIVALI,171,7.77,Successful ,2019,531,M,7.77,50,50,37
5015352,2.02E+15,BORIVALI,163,7.41,Successful ,2019,531,M,7.41,39,47,48
5015353,2.02E+15,BORIVALI,181,8.23,Successful ,2019,531,M,8.23,37,46,46
5015354,2.02E+15,BORIVALI,182,8.27,Successful ,2019,531,F,8.27,36,50,35
